Weight	Nested	Procedure	imageName	emotion	gender	marker	trialType	isi
1		trialProc	AM17AFS.png	fear	male	83	valid	1665
1		trialProc	AM17AFS.png	fear	male	83	valid	1463
1		trialProc	AM17NES.png	neutral	male	23	valid	1598
1		trialProc	AM17NES.png	neutral	male	23	valid	1668
1		trialProc	AM17NES.png	neutral	male	23	valid	1692
1		trialProc	AM17NES.png	neutral	male	23	valid	1636
1		trialProc	AM17NES.png	neutral	male	23	valid	1583
1		trialProc	AM17NES.png	neutral	male	23	valid	1581
1		trialProc	AM17NES.png	neutral	male	23	valid	1547
1		trialProc	AM17NES.png	neutral	male	23	valid	1524
1		trialProc	AM17NES.png	neutral	male	23	valid	1550
1		trialProc	AM17NES.png	neutral	male	23	valid	1467
1		trialProc	AM17NES.png	neutral	male	23	valid	1699
1		trialProc	AM17NES.png	neutral	male	23	valid	1684
1		trialProc	AM17NES.png	neutral	male	23	valid	1649
1		trialProc	BF14AFS.png	fear	female	86	valid	1650
1		trialProc	BF14AFS.png	fear	female	86	valid	1607
1		trialProc	BF14AFS.png	fear	female	86	valid	1670
1		trialProc	BF14AFS.png	fear	female	86	valid	1472
1		trialProc	BF14AFS.png	fear	female	86	valid	1490
1		trialProc	BF14AFS.png	fear	female	86	valid	1628
1		trialProc	BF14AFS.png	fear	female	86	valid	1459
1		trialProc	BF14AFS.png	fear	female	86	valid	1668
1		trialProc	BF14AFS.png	fear	female	86	valid	1409
1		trialProc	BF14AFS.png	fear	female	86	valid	1529
1		trialProc	BF14AFS.png	fear	female	86	valid	1507
1		trialProc	BF14AFS.png	fear	female	86	valid	1524
1		trialProc	BF14AFS.png	fear	female	86	valid	1499
1		trialProc	BF14NES.png	neutral	female	26	valid	1596
1		trialProc	BF14NES.png	neutral	female	26	valid	1610
1		trialProc	BF14NES.png	neutral	female	26	valid	1458
1		trialProc	BF14NES.png	neutral	female	26	valid	1404
1		trialProc	BF14NES.png	neutral	female	26	valid	1596
1		trialProc	BF14NES.png	neutral	female	26	valid	1620
1		trialProc	BF14NES.png	neutral	female	26	valid	1636
1		trialProc	BF14NES.png	neutral	female	26	valid	1486
1		trialProc	BF14NES.png	neutral	female	26	valid	1600
1		trialProc	BF14NES.png	neutral	female	26	valid	1517
1		trialProc	BF14NES.png	neutral	female	26	valid	1578
1		trialProc	BF14NES.png	neutral	female	26	valid	1596
1		trialProc	BF14NES.png	neutral	female	26	valid	1433
1		trialProc	BM08AFS.png	fear	male	83	valid	1605
1		trialProc	BM08AFS.png	fear	male	83	valid	1618
1		trialProc	BM08AFS.png	fear	male	83	valid	1566
1		trialProc	BM08AFS.png	fear	male	83	valid	1496
1		trialProc	BM08AFS.png	fear	male	83	valid	1588
1		trialProc	BM08AFS.png	fear	male	83	valid	1649
1		trialProc	BM08AFS.png	fear	male	83	valid	1576
1		trialProc	BM08AFS.png	fear	male	83	valid	1545
1		trialProc	BM08AFS.png	fear	male	83	valid	1686
1		trialProc	BM08AFS.png	fear	male	83	valid	1561
1		trialProc	BM08AFS.png	fear	male	83	valid	1482
1		trialProc	BM08AFS.png	fear	male	83	valid	1669
1		trialProc	BM08AFS.png	fear	male	83	valid	1677
1		trialProc	BM08NES.png	neutral	male	23	valid	1518
1		trialProc	BM08NES.png	neutral	male	23	valid	1400
1		trialProc	BM08NES.png	neutral	male	23	valid	1659
1		trialProc	BM08NES.png	neutral	male	23	valid	1527
1		trialProc	BM08NES.png	neutral	male	23	valid	1500
1		trialProc	BM08NES.png	neutral	male	23	valid	1651
1		trialProc	BM08NES.png	neutral	male	23	valid	1517
1		trialProc	BM08NES.png	neutral	male	23	valid	1622
1		trialProc	BM08NES.png	neutral	male	23	valid	1416
1		trialProc	BM08NES.png	neutral	male	23	valid	1596
1		trialProc	BM08NES.png	neutral	male	23	valid	1510
1		trialProc	BM08NES.png	neutral	male	23	valid	1407
1		trialProc	BM08NES.png	neutral	male	23	valid	1536
1		trialProc	BM24AFS.png	fear	male	83	valid	1501
1		trialProc	BM24AFS.png	fear	male	83	valid	1430
1		trialProc	BM24AFS.png	fear	male	83	valid	1615
1		trialProc	BM24AFS.png	fear	male	83	valid	1688
1		trialProc	BM24AFS.png	fear	male	83	valid	1670
1		trialProc	BM24AFS.png	fear	male	83	valid	1627
1		trialProc	BM24AFS.png	fear	male	83	valid	1420
1		trialProc	BM24AFS.png	fear	male	83	valid	1473
1		trialProc	BM24AFS.png	fear	male	83	valid	1609
1		trialProc	BM24AFS.png	fear	male	83	valid	1536
1		trialProc	BM24AFS.png	fear	male	83	valid	1500
1		trialProc	BM24AFS.png	fear	male	83	valid	1476
1		trialProc	BM24AFS.png	fear	male	83	valid	1646
1		trialProc	BM24NES.png	neutral	male	23	valid	1421
1		trialProc	BM24NES.png	neutral	male	23	valid	1504
1		trialProc	BM24NES.png	neutral	male	23	valid	1568
1		trialProc	BM24NES.png	neutral	male	23	valid	1604
1		trialProc	BM24NES.png	neutral	male	23	valid	1537
1		trialProc	BM24NES.png	neutral	male	23	valid	1617
1		trialProc	BM24NES.png	neutral	male	23	valid	1531
1		trialProc	BM24NES.png	neutral	male	23	valid	1679
1		trialProc	BM24NES.png	neutral	male	23	valid	1436
1		trialProc	BM24NES.png	neutral	male	23	valid	1641
1		trialProc	BM24NES.png	neutral	male	23	valid	1465
1		trialProc	BM24NES.png	neutral	male	23	valid	1437
1		trialProc	BM24NES.png	neutral	male	23	valid	1689
1		trialProc	catch.png	noemo	nogender	999	catch	1438
1		trialProc	catch.png	noemo	nogender	999	catch	1593
1		trialProc	catch.png	noemo	nogender	999	catch	1532
1		trialProc	catch.png	noemo	nogender	999	catch	1451
1		trialProc	catch.png	noemo	nogender	999	catch	1598
1		trialProc	catch.png	noemo	nogender	999	catch	1436
1		trialProc	catch.png	noemo	nogender	999	catch	1698
1		trialProc	catch.png	noemo	nogender	999	catch	1587
1		trialProc	catch.png	noemo	nogender	999	catch	1508
1		trialProc	catch.png	noemo	nogender	999	catch	1533
1		trialProc	catch.png	noemo	nogender	999	catch	1426
1		trialProc	catch.png	noemo	nogender	999	catch	1478
1		trialProc	catch.png	noemo	nogender	999	catch	1669
1		trialProc	catch.png	noemo	nogender	999	catch	1488
1		trialProc	catch.png	noemo	nogender	999	catch	1595
1		trialProc	catch.png	noemo	nogender	999	catch	1673
1		trialProc	catch.png	noemo	nogender	999	catch	1424
1		trialProc	catch.png	noemo	nogender	999	catch	1676
1		trialProc	catch.png	noemo	nogender	999	catch	1561
1		trialProc	catch.png	noemo	nogender	999	catch	1537
1		trialProc	catch.png	noemo	nogender	999	catch	1581
1		trialProc	catch.png	noemo	nogender	999	catch	1522
1		trialProc	catch.png	noemo	nogender	999	catch	1540
1		trialProc	catch.png	noemo	nogender	999	catch	1693
1		trialProc	catch.png	noemo	nogender	999	catch	1596
1		trialProc	catch.png	noemo	nogender	999	catch	1414
1		trialProc	catch.png	noemo	nogender	999	catch	1645
1		trialProc	catch.png	noemo	nogender	999	catch	1505
1		trialProc	catch.png	noemo	nogender	999	catch	1650
1		trialProc	catch.png	noemo	nogender	999	catch	1664
1		trialProc	catch.png	noemo	nogender	999	catch	1503
1		trialProc	catch.png	noemo	nogender	999	catch	1467
1		trialProc	catch.png	noemo	nogender	999	catch	1571
1		trialProc	catch.png	noemo	nogender	999	catch	1699
1		trialProc	catch.png	noemo	nogender	999	catch	1582
1		trialProc	catch.png	noemo	nogender	999	catch	1591
1		trialProc	catch.png	noemo	nogender	999	catch	1433
1		trialProc	catch.png	noemo	nogender	999	catch	1437
1		trialProc	catch.png	noemo	nogender	999	catch	1531
1		trialProc	catch.png	noemo	nogender	999	catch	1430
